Año,Enfermedad,Casos,Delegacion
2001,Cancermamario,86720,Chihuahua
2001,Cancermamario,305001,Distrito Federal
2001,Cancermamario,36336,Durango
2001,Cancermamario,117540,Guanajuato
2001,Cancermamario,33616,Guerrero
2001,Cancermamario,27052,Hidalgo
2001,Cancermamario,149913,Jalisco
2001,Cancermamario,263833,México
2001,Cancermamario,59922,Michoacán
2001,Cancermamario,40785,Morelos
2001,Cancermamario,21418,Nayarit
2001,Cancermamario,151800,Nuevo León
2001,Cancermamario,39087,Oaxaca
2001,Cancermamario,79210,Puebla
2001,Cancermamario,28728,Querétaro
2001,Cancermamario,26894,Quintana Roo
2001,Cancermamario,55963,San Luis Potosí
2001,Cancermamario,99320,Sinaloa
2001,Cancermamario,54691,Sonora
2001,Cancermamario,27576,Tabasco
2001,Cancermamario,93449,Tamaulipas
2001,Cancermamario,25437,Tlaxcala
2001,Cancermamario,152584,Veracruz
2001,Cancermamario,37366,Yucatán
2001,Cancermamario,21904,Zacatecas
2002,Cancermamario,28309,Aguascalientes
2002,Cancermamario,64090,Baja California
2002,Cancermamario,14053,Baja California Sur
2002,Cancermamario,18987,Campeche
2002,Cancermamario,78064,Coahuila
2002,Cancermamario,19364,Colima
2002,Cancermamario,37515,Chiapas
2002,Cancermamario,107589,Chihuahua
2002,Cancermamario,328870,Distrito Federal
2002,Cancermamario,39609,Durango
2002,Cancermamario,102281,Guanajuato
2002,Cancermamario,48561,Guerrero
2002,Cancermamario,32396,Hidalgo
2002,Cancermamario,163406,Jalisco
2002,Cancermamario,273953,México
2002,Cancermamario,54511,Michoacán
2002,Cancermamario,36530,Morelos
2002,Cancermamario,21221,Nayarit
2002,Cancermamario,176144,Nuevo León
2002,Cancermamario,36316,Oaxaca
2002,Cancermamario,79376,Puebla
2002,Cancermamario,32141,Querétaro
2002,Cancermamario,27423,Quintana Roo
2002,Cancermamario,76918,San Luis Potosí
2002,Cancermamario,93196,Sinaloa
2002,Cancermamario,62975,Sonora
2002,Cancermamario,26517,Tabasco
2002,Cancermamario,125356,Tamaulipas
2002,Cancermamario,28348,Tlaxcala
2002,Cancermamario,158525,Veracruz
2002,Cancermamario,40445,Yucatán
2002,Cancermamario,21088,Zacatecas
2003,Cancermamario,32601,Aguascalientes
2003,Cancermamario,90481,Baja California
2003,Cancermamario,15426,Baja California Sur
2003,Cancermamario,29797,Campeche
2003,Cancermamario,110003,Coahuila
2003,Cancermamario,18299,Colima
2003,Cancermamario,46430,Chiapas
2003,Cancermamario,131382,Chihuahua
2003,Cancermamario,465639,Distrito Federal
2003,Cancermamario,46698,Durango
2003,Cancermamario,165082,Guanajuato
2003,Cancermamario,52589,Guerrero
2003,Cancermamario,104918,Hidalgo
2003,Cancermamario,179517,Jalisco
2003,Cancermamario,445484,México
2003,Cancermamario,86673,Michoacán
2003,Cancermamario,51254,Morelos
2003,Cancermamario,21435,Nayarit
2003,Cancermamario,282591,Nuevo León
2003,Cancermamario,33636,Oaxaca
2003,Cancermamario,105728,Puebla
2003,Cancermamario,88796,Querétaro
2003,Cancermamario,33472,Quintana Roo
2003,Cancermamario,69674,San Luis Potosí
2003,Cancermamario,93278,Sinaloa
2003,Cancermamario,70603,Sonora
2003,Cancermamario,36396,Tabasco
2003,Cancermamario,117465,Tamaulipas
2003,Cancermamario,27892,Tlaxcala
2003,Cancermamario,222878,Veracruz
2003,Cancermamario,55261,Yucatán
2003,Cancermamario,24056,Zacatecas
2004,Cancermamario,27458,Aguascalientes
2004,Cancermamario,56642,Baja California
2004,Cancermamario,25272,Baja California Sur
2004,Cancermamario,24363,Campeche
2004,Cancermamario,107070,Coahuila
2004,Cancermamario,20187,Colima
2004,Cancermamario,20628,Chiapas
2004,Cancermamario,77613,Chihuahua
2004,Cancermamario,269041,Distrito Federal
2004,Cancermamario,32225,Durango
2004,Cancermamario,132350,Guanajuato
2004,Cancermamario,42512,Guerrero
2004,Cancermamario,49062,Hidalgo
2004,Cancermamario,114617,Jalisco
2004,Cancermamario,258914,México
2004,Cancermamario,60521,Michoacán
2004,Cancermamario,39942,Morelos
2004,Cancermamario,32546,Nayarit
2004,Cancermamario,144257,Nuevo León
2004,Cancermamario,24671,Oaxaca
2004,Cancermamario,127540,Puebla
2004,Cancermamario,63193,Querétaro
2004,Cancermamario,25182,Quintana Roo
2004,Cancermamario,59930,San Luis Potosí
2004,Cancermamario,83726,Sinaloa
2004,Cancermamario,43932,Sonora
2004,Cancermamario,20514,Tabasco
2004,Cancermamario,106248,Tamaulipas
2004,Cancermamario,16631,Tlaxcala
2004,Cancermamario,170119,Veracruz
2004,Cancermamario,42185,Yucatán
2004,Cancermamario,32645,Zacatecas
2005,Cancermamario,30973,Aguascalientes
2005,Cancermamario,59385,Baja California
2005,Cancermamario,23093,Baja California Sur
2005,Cancermamario,25001,Campeche
2005,Cancermamario,113961,Coahuila
2005,Cancermamario,22108,Colima
2005,Cancermamario,19235,Chiapas
2005,Cancermamario,88882,Chihuahua
2005,Cancermamario,282981,Distrito Federal
2005,Cancermamario,42573,Durango
2005,Cancermamario,152358,Guanajuato
2005,Cancermamario,54598,Guerrero
2005,Cancermamario,29724,Hidalgo
2005,Cancermamario,166196,Jalisco
2005,Cancermamario,257037,México
2005,Cancermamario,65733,Michoacán
2005,Cancermamario,26286,Morelos
2005,Cancermamario,28091,Nayarit
2005,Cancermamario,172788,Nuevo León
2005,Cancermamario,18841,Oaxaca
2005,Cancermamario,66484,Puebla
2005,Cancermamario,43215,Querétaro
2005,Cancermamario,23544,Quintana Roo
2005,Cancermamario,79321,San Luis Potosí
2005,Cancermamario,67794,Sinaloa
2005,Cancermamario,46609,Sonora
2005,Cancermamario,28911,Tabasco
2005,Cancermamario,97420,Tamaulipas
2005,Cancermamario,14353,Tlaxcala
2005,Cancermamario,154781,Veracruz
2005,Cancermamario,51206,Yucatán
2005,Cancermamario,29042,Zacatecas
2006,Cancermamario,42093,Aguascalientes
2006,Cancermamario,126909,Baja California
2006,Cancermamario,33082,Baja California Sur
2006,Cancermamario,35237,Campeche
2006,Cancermamario,192351,Coahuila
2006,Cancermamario,29057,Colima
2006,Cancermamario,43568,Chiapas
2006,Cancermamario,128243,Chihuahua
2006,Cancermamario,371301,Distrito Federal
2006,Cancermamario,57022,Durango
2006,Cancermamario,259246,Guanajuato
2006,Cancermamario,90250,Guerrero
2006,Cancermamario,47860,Hidalgo
2006,Cancermamario,271393,Jalisco
2006,Cancermamario,404457,México
2006,Cancermamario,110792,Michoacán
2006,Cancermamario,43012,Morelos
2006,Cancermamario,44748,Nayarit
2006,Cancermamario,296301,Nuevo León
2006,Cancermamario,32623,Oaxaca
2006,Cancermamario,92100,Puebla
2006,Cancermamario,79638,Querétaro
2006,Cancermamario,48538,Quintana Roo
2006,Cancermamario,93712,San Luis Potosí
2006,Cancermamario,108822,Sinaloa
2006,Cancermamario,93483,Sonora
2006,Cancermamario,42402,Tabasco
2006,Cancermamario,138342,Tamaulipas
2006,Cancermamario,21145,Tlaxcala
2006,Cancermamario,222920,Veracruz
2006,Cancermamario,82446,Yucatán
2006,Cancermamario,33239,Zacatecas
2007,Cancermamario,32602,Aguascalientes
2007,Cancermamario,77600,Baja California
2007,Cancermamario,25826,Baja California Sur
2007,Cancermamario,23728,Campeche
2007,Cancermamario,107601,Coahuila
2007,Cancermamario,14985,Colima
2007,Cancermamario,44702,Chiapas
2007,Cancermamario,99741,Chihuahua
2007,Cancermamario,335160,Distrito Federal
2007,Cancermamario,43072,Durango
2007,Cancermamario,176933,Guanajuato
2007,Cancermamario,64752,Guerrero
2007,Cancermamario,38129,Hidalgo
2007,Cancermamario,209892,Jalisco
2007,Cancermamario,340575,México
2007,Cancermamario,74332,Michoacán
2007,Cancermamario,40773,Morelos
2007,Cancermamario,50440,Nayarit
2007,Cancermamario,143201,Nuevo León
2007,Cancermamario,22202,Oaxaca
2007,Cancermamario,96590,Puebla
2007,Cancermamario,77426,Querétaro
2007,Cancermamario,38507,Quintana Roo
2007,Cancermamario,96344,San Luis Potosí
2007,Cancermamario,71431,Sinaloa
2007,Cancermamario,61701,Sonora
2007,Cancermamario,42606,Tabasco
2007,Cancermamario,74066,Tamaulipas
2007,Cancermamario,22790,Tlaxcala
2007,Cancermamario,234583,Veracruz
2007,Cancermamario,51645,Yucatán
2007,Cancermamario,21604,Zacatecas
2008,Cancermamario,98184,Aguascalientes
2008,Cancermamario,82561,Baja California
2008,Cancermamario,50348,Baja California Sur
2008,Cancermamario,29947,Campeche
2008,Cancermamario,182500,Coahuila
2008,Cancermamario,21498,Colima
2008,Cancermamario,71575,Chiapas
2008,Cancermamario,140363,Chihuahua
2008,Cancermamario,628012,Distrito Federal
2008,Cancermamario,53606,Durango
2008,Cancermamario,223866,Guanajuato
2008,Cancermamario,62281,Guerrero
2008,Cancermamario,44903,Hidalgo
2008,Cancermamario,342943,Jalisco
2008,Cancermamario,427621,México
2008,Cancermamario,93627,Michoacán
2008,Cancermamario,56474,Morelos
2008,Cancermamario,52290,Nayarit
2008,Cancermamario,449018,Nuevo León
2008,Cancermamario,36174,Oaxaca
2008,Cancermamario,240554,Puebla
2008,Cancermamario,114534,Querétaro
2008,Cancermamario,48785,Quintana Roo
2008,Cancermamario,136981,San Luis Potosí
2008,Cancermamario,89382,Sinaloa
2008,Cancermamario,73608,Sonora
2008,Cancermamario,60363,Tabasco
2008,Cancermamario,120738,Tamaulipas
2008,Cancermamario,27533,Tlaxcala
2008,Cancermamario,347550,Veracruz
2008,Cancermamario,88210,Yucatán
2008,Cancermamario,26112,Zacatecas
2009,Cancermamario,88425,Aguascalientes
2009,Cancermamario,97274,Baja California
2009,Cancermamario,48486,Baja California Sur
2009,Cancermamario,36664,Campeche
2009,Cancermamario,198804,Coahuila
2009,Cancermamario,28315,Colima
2009,Cancermamario,73009,Chiapas
2009,Cancermamario,135309,Chihuahua
2009,Cancermamario,824069,Distrito Federal
2009,Cancermamario,101518,Durango
2009,Cancermamario,286540,Guanajuato
2009,Cancermamario,68251,Guerrero
2009,Cancermamario,50270,Hidalgo
2009,Cancermamario,303022,Jalisco
2009,Cancermamario,572570,México
2009,Cancermamario,85466,Michoacán
2009,Cancermamario,75909,Morelos
2009,Cancermamario,48175,Nayarit
2009,Cancermamario,439931,Nuevo León
2009,Cancermamario,36752,Oaxaca
2009,Cancermamario,198685,Puebla
2009,Cancermamario,100970,Querétaro
2009,Cancermamario,76033,Quintana Roo
2009,Cancermamario,132111,San Luis Potosí
2009,Cancermamario,108772,Sinaloa
2009,Cancermamario,89417,Sonora
2009,Cancermamario,64434,Tabasco
2009,Cancermamario,119719,Tamaulipas
2009,Cancermamario,32227,Tlaxcala
2009,Cancermamario,341555,Veracruz
2009,Cancermamario,92371,Yucatán
2009,Cancermamario,27573,Zacatecas
2010,Cancermamario,125712,Aguascalientes
2010,Cancermamario,122762,Baja California
2010,Cancermamario,82865,Baja California Sur
2010,Cancermamario,58523,Campeche
2010,Cancermamario,222388,Coahuila
2010,Cancermamario,36996,Colima
2010,Cancermamario,71881,Chiapas
2010,Cancermamario,130411,Chihuahua
2010,Cancermamario,820369,Distrito Federal
2010,Cancermamario,113075,Durango
2010,Cancermamario,324005,Guanajuato
2010,Cancermamario,71011,Guerrero
2010,Cancermamario,78048,Hidalgo
2010,Cancermamario,358646,Jalisco
2010,Cancermamario,735500,México
2010,Cancermamario,113879,Michoacán
2010,Cancermamario,82798,Morelos
2010,Cancermamario,56079,Nayarit
2010,Cancermamario,569132,Nuevo León
2010,Cancermamario,45274,Oaxaca
2010,Cancermamario,223797,Puebla
2010,Cancermamario,121116,Querétaro
2010,Cancermamario,77902,Quintana Roo
2010,Cancermamario,157151,San Luis Potosí
2010,Cancermamario,129374,Sinaloa
2010,Cancermamario,80200,Sonora
2010,Cancermamario,69776,Tabasco
2010,Cancermamario,168315,Tamaulipas
2010,Cancermamario,40549,Tlaxcala
2010,Cancermamario,418388,Veracruz
2010,Cancermamario,119822,Yucatán
2010,Cancermamario,37151,Zacatecas
2011,Cancermamario,108924,Aguascalientes
2011,Cancermamario,164273,Baja California
2011,Cancermamario,81929,Baja California Sur
2011,Cancermamario,60446,Campeche
2011,Cancermamario,233023,Coahuila
2011,Cancermamario,32394,Colima
2011,Cancermamario,59512,Chiapas
2011,Cancermamario,175581,Chihuahua
2011,Cancermamario,757658,Distrito Federal
2011,Cancermamario,118291,Durango
2011,Cancermamario,304102,Guanajuato
2011,Cancermamario,74562,Guerrero
2011,Cancermamario,106285,Hidalgo
2011,Cancermamario,363045,Jalisco
2011,Cancermamario,732928,México
2011,Cancermamario,168381,Michoacán
2011,Cancermamario,80392,Morelos
2011,Cancermamario,75436,Nayarit
2011,Cancermamario,566259,Nuevo León
2011,Cancermamario,55552,Oaxaca
2011,Cancermamario,211127,Puebla
2011,Cancermamario,122070,Querétaro
2011,Cancermamario,57424,Quintana Roo
2011,Cancermamario,152959,San Luis Potosí
2011,Cancermamario,170996,Sinaloa
2011,Cancermamario,96971,Sonora
2011,Cancermamario,69700,Tabasco
2011,Cancermamario,137028,Tamaulipas
2011,Cancermamario,54310,Tlaxcala
2011,Cancermamario,429598,Veracruz
2011,Cancermamario,109279,Yucatán
2011,Cancermamario,35629,Zacatecas
2012,Cancermamario,105285,Aguascalientes
2012,Cancermamario,205494,Baja California
2012,Cancermamario,93480,Baja California Sur
2012,Cancermamario,59448,Campeche
2012,Cancermamario,242627,Coahuila
2012,Cancermamario,41447,Colima
2012,Cancermamario,63366,Chiapas
2012,Cancermamario,208354,Chihuahua
2012,Cancermamario,823862,Distrito Federal
2012,Cancermamario,123105,Durango
2012,Cancermamario,388383,Guanajuato
2012,Cancermamario,75298,Guerrero
2012,Cancermamario,121366,Hidalgo
2012,Cancermamario,408694,Jalisco
2012,Cancermamario,804875,México
2012,Cancermamario,217888,Michoacán
2012,Cancermamario,94016,Morelos
2012,Cancermamario,78089,Nayarit
2012,Cancermamario,621274,Nuevo León
2012,Cancermamario,54982,Oaxaca
2012,Cancermamario,222167,Puebla
2012,Cancermamario,131458,Querétaro
2012,Cancermamario,67157,Quintana Roo
2012,Cancermamario,157535,San Luis Potosí
2012,Cancermamario,170059,Sinaloa
2012,Cancermamario,141732,Sonora
2012,Cancermamario,96576,Tabasco
2012,Cancermamario,163402,Tamaulipas
2012,Cancermamario,53746,Tlaxcala
2012,Cancermamario,489772,Veracruz
2012,Cancermamario,113812,Yucatán
2012,Cancermamario,41864,Zacatecas
2013,Cancermamario,93726,Aguascalientes
2013,Cancermamario,202891,Baja California
2013,Cancermamario,95907,Baja California Sur
2013,Cancermamario,53828,Campeche
2013,Cancermamario,239684,Coahuila
2013,Cancermamario,36536,Colima
2013,Cancermamario,64864,Chiapas
2013,Cancermamario,198166,Chihuahua
2013,Cancermamario,820723,Distrito Federal
2013,Cancermamario,108450,Durango
2013,Cancermamario,348669,Guanajuato
2013,Cancermamario,79030,Guerrero
2013,Cancermamario,99936,Hidalgo
2013,Cancermamario,391995,Jalisco
2013,Cancermamario,679783,México
2013,Cancermamario,210565,Michoacán
2013,Cancermamario,90759,Morelos
2013,Cancermamario,73383,Nayarit
2013,Cancermamario,603381,Nuevo León
2013,Cancermamario,54792,Oaxaca
2013,Cancermamario,204463,Puebla
2013,Cancermamario,156659,Querétaro
2013,Cancermamario,67724,Quintana Roo
2013,Cancermamario,155819,San Luis Potosí
2013,Cancermamario,164226,Sinaloa
2013,Cancermamario,178964,Sonora
2013,Cancermamario,97800,Tabasco
2013,Cancermamario,157174,Tamaulipas
2013,Cancermamario,54056,Tlaxcala
2013,Cancermamario,483059,Veracruz
2013,Cancermamario,119008,Yucatán
2013,Cancermamario,45586,Zacatecas
2014,Cancermamario,124124,Aguascalientes
2014,Cancermamario,213716,Baja California
2014,Cancermamario,68300,Baja California Sur
2014,Cancermamario,56491,Campeche
2014,Cancermamario,230789,Coahuila
2014,Cancermamario,29712,Colima
2014,Cancermamario,59747,Chiapas
2014,Cancermamario,204922,Chihuahua
2014,Cancermamario,820993,Distrito Federal
2014,Cancermamario,92565,Durango
2014,Cancermamario,188723,Guanajuato
2014,Cancermamario,80788,Guerrero
2014,Cancermamario,94305,Hidalgo
2014,Cancermamario,383521,Jalisco
2014,Cancermamario,671891,México
2014,Cancermamario,197571,Michoacán
2014,Cancermamario,85564,Morelos
2014,Cancermamario,74731,Nayarit
2014,Cancermamario,507895,Nuevo León
2014,Cancermamario,59433,Oaxaca
2014,Cancermamario,193141,Puebla
2014,Cancermamario,159683,Querétaro
2014,Cancermamario,62018,Quintana Roo
2014,Cancermamario,178012,San Luis Potosí
2014,Cancermamario,154091,Sinaloa
2014,Cancermamario,206055,Sonora
2014,Cancermamario,96497,Tabasco
2014,Cancermamario,164568,Tamaulipas
2014,Cancermamario,57169,Tlaxcala
2014,Cancermamario,436810,Veracruz
2014,Cancermamario,111119,Yucatán
2014,Cancermamario,43498,Zacatecas
2015,Cancermamario,142513,Aguascalientes
2015,Cancermamario,227494,Baja California
2015,Cancermamario,70706,Baja California Sur
2015,Cancermamario,60814,Campeche
2015,Cancermamario,277211,Coahuila
2015,Cancermamario,33503,Colima
2015,Cancermamario,69461,Chiapas
2015,Cancermamario,204631,Chihuahua
2015,Cancermamario,723266,Distrito Federal
2015,Cancermamario,84145,Durango
2015,Cancermamario,171839,Guanajuato
2015,Cancermamario,88128,Guerrero
2015,Cancermamario,99406,Hidalgo
2015,Cancermamario,364619,Jalisco
2015,Cancermamario,611090,México
2015,Cancermamario,214700,Michoacán
2015,Cancermamario,74625,Morelos
2015,Cancermamario,73416,Nayarit
2015,Cancermamario,527647,Nuevo León
2015,Cancermamario,59175,Oaxaca
2015,Cancermamario,227876,Puebla
2015,Cancermamario,142242,Querétaro
2015,Cancermamario,71886,Quintana Roo
2015,Cancermamario,172686,San Luis Potosí
2015,Cancermamario,185853,Sinaloa
2015,Cancermamario,248149,Sonora
2015,Cancermamario,83517,Tabasco
2015,Cancermamario,181036,Tamaulipas
2015,Cancermamario,59977,Tlaxcala
2015,Cancermamario,504634,Veracruz
2015,Cancermamario,98894,Yucatán
2015,Cancermamario,39783,Zacatecas
2016,Cancermamario,130126,Aguascalientes
2016,Cancermamario,192958,Baja California
2016,Cancermamario,67495,Baja California Sur
2016,Cancermamario,60594,Campeche
2016,Cancermamario,270956,Coahuila
2016,Cancermamario,36224,Colima
2016,Cancermamario,62197,Chiapas
2016,Cancermamario,191912,Chihuahua
2016,Cancermamario,694109,Distrito Federal
2016,Cancermamario,72301,Durango
2016,Cancermamario,172930,Guanajuato
2016,Cancermamario,75951,Guerrero
2016,Cancermamario,83931,Hidalgo
2016,Cancermamario,372552,Jalisco
2016,Cancermamario,538560,México
2016,Cancermamario,200534,Michoacán
2016,Cancermamario,94652,Morelos
2016,Cancermamario,70219,Nayarit
2016,Cancermamario,549588,Nuevo León
2016,Cancermamario,59852,Oaxaca
2016,Cancermamario,224881,Puebla
2016,Cancermamario,129973,Querétaro
2016,Cancermamario,75513,Quintana Roo
2016,Cancermamario,191581,San Luis Potosí
2016,Cancermamario,158893,Sinaloa
2016,Cancermamario,243113,Sonora
2016,Cancermamario,77579,Tabasco
2016,Cancermamario,190378,Tamaulipas
2016,Cancermamario,62688,Tlaxcala
2016,Cancermamario,431137,Veracruz
2016,Cancermamario,123438,Yucatán
2016,Cancermamario,35900,Zacatecas
2017,Cancermamario,137069,Aguascalientes
2017,Cancermamario,237189,Baja California
2017,Cancermamario,67003,Baja California Sur
2017,Cancermamario,56203,Campeche
2017,Cancermamario,291940,Coahuila
2017,Cancermamario,40639,Colima
2017,Cancermamario,67236,Chiapas
2017,Cancermamario,191919,Chihuahua
2017,Cancermamario,690402,Distrito Federal
2017,Cancermamario,85799,Durango
2017,Cancermamario,170224,Guanajuato
2017,Cancermamario,81210,Guerrero
2017,Cancermamario,89350,Hidalgo
2017,Cancermamario,407902,Jalisco
2017,Cancermamario,582836,México
2017,Cancermamario,203720,Michoacán
2017,Cancermamario,92857,Morelos
2017,Cancermamario,72140,Nayarit
2017,Cancermamario,669868,Nuevo León
2017,Cancermamario,62944,Oaxaca
2017,Cancermamario,232335,Puebla
2017,Cancermamario,143316,Querétaro
2017,Cancermamario,92217,Quintana Roo
2017,Cancermamario,177168,San Luis Potosí
2017,Cancermamario,180760,Sinaloa
2017,Cancermamario,247916,Sonora
2017,Cancermamario,82508,Tabasco
2017,Cancermamario,200415,Tamaulipas
2017,Cancermamario,67012,Tlaxcala
2017,Cancermamario,439821,Veracruz
2017,Cancermamario,120473,Yucatán
2017,Cancermamario,43874,Zacatecas
2018,Cancermamario,131152,Aguascalientes
2018,Cancermamario,247658,Baja California
2018,Cancermamario,66833,Baja California Sur
2018,Cancermamario,52525,Campeche
2018,Cancermamario,296524,Coahuila
2018,Cancermamario,39239,Colima
2018,Cancermamario,72671,Chiapas
2018,Cancermamario,196931,Chihuahua
2018,Cancermamario,730395,Distrito Federal
2018,Cancermamario,96043,Durango
2018,Cancermamario,182747,Guanajuato
2018,Cancermamario,73223,Guerrero
2018,Cancermamario,66740,Hidalgo
2018,Cancermamario,484178,Jalisco
2018,Cancermamario,623589,México
2018,Cancermamario,181222,Michoacán
2018,Cancermamario,100184,Morelos
2018,Cancermamario,62888,Nayarit
2018,Cancermamario,661657,Nuevo León
2018,Cancermamario,67107,Oaxaca
2018,Cancermamario,241983,Puebla
2018,Cancermamario,139185,Querétaro
2018,Cancermamario,93092,Quintana Roo
2018,Cancermamario,165369,San Luis Potosí
2018,Cancermamario,190437,Sinaloa
2018,Cancermamario,233318,Sonora
2018,Cancermamario,79090,Tabasco
2018,Cancermamario,218980,Tamaulipas
2018,Cancermamario,66888,Tlaxcala
2018,Cancermamario,433615,Veracruz
2018,Cancermamario,129172,Yucatán
2018,Cancermamario,40553,Zacatecas
2019,Cancermamario,110141,Aguascalientes
2019,Cancermamario,228266,Baja California
2019,Cancermamario,56692,Baja California Sur
2019,Cancermamario,54732,Campeche
2019,Cancermamario,302895,Coahuila
2019,Cancermamario,36620,Colima
2019,Cancermamario,72771,Chiapas
2019,Cancermamario,184509,Chihuahua
2019,Cancermamario,685751,Distrito Federal
2019,Cancermamario,97780,Durango
2019,Cancermamario,153933,Guanajuato
2019,Cancermamario,66161,Guerrero
2019,Cancermamario,92623,Hidalgo
2019,Cancermamario,426830,Jalisco
2019,Cancermamario,653633,México
2019,Cancermamario,150448,Michoacán
2019,Cancermamario,89839,Morelos
2019,Cancermamario,68191,Nayarit
2019,Cancermamario,764723,Nuevo León
2019,Cancermamario,67719,Oaxaca
2019,Cancermamario,270773,Puebla
2019,Cancermamario,119201,Querétaro
2019,Cancermamario,85419,Quintana Roo
2019,Cancermamario,142576,San Luis Potosí
2019,Cancermamario,176867,Sinaloa
2019,Cancermamario,225195,Sonora
2019,Cancermamario,77269,Tabasco
2019,Cancermamario,233849,Tamaulipas
2019,Cancermamario,56719,Tlaxcala
2019,Cancermamario,413003,Veracruz
2019,Cancermamario,126031,Yucatán
2019,Cancermamario,39835,Zacatecas
2020,Cancermamario,52083,Aguascalientes
2020,Cancermamario,106488,Baja California
2020,Cancermamario,25914,Baja California Sur
2020,Cancermamario,29533,Campeche
2020,Cancermamario,120491,Coahuila
2020,Cancermamario,21125,Colima
2020,Cancermamario,33495,Chiapas
2020,Cancermamario,81977,Chihuahua
2020,Cancermamario,374704,Distrito Federal
2020,Cancermamario,53215,Durango
2020,Cancermamario,85475,Guanajuato
2020,Cancermamario,34417,Guerrero
2020,Cancermamario,43550,Hidalgo
2020,Cancermamario,244024,Jalisco
2020,Cancermamario,376392,México
2020,Cancermamario,90206,Michoacán
2020,Cancermamario,62474,Morelos
2020,Cancermamario,40650,Nayarit
2020,Cancermamario,470485,Nuevo León
2020,Cancermamario,29882,Oaxaca
2020,Cancermamario,174760,Puebla
2020,Cancermamario,64331,Querétaro
2020,Cancermamario,43514,Quintana Roo
2020,Cancermamario,93062,San Luis Potosí
2020,Cancermamario,79151,Sinaloa
2020,Cancermamario,105208,Sonora
2020,Cancermamario,31500,Tabasco
2020,Cancermamario,92000,Tamaulipas
2020,Cancermamario,39402,Tlaxcala
2020,Cancermamario,219815,Veracruz
2020,Cancermamario,54166,Yucatán
2020,Cancermamario,19422,Zacatecas
2021,Cancermamario,87834,Aguascalientes
2021,Cancermamario,196435,Baja California
2021,Cancermamario,46255,Baja California Sur
2021,Cancermamario,51356,Campeche
2021,Cancermamario,244155,Coahuila
2021,Cancermamario,30176,Colima
2021,Cancermamario,58078,Chiapas
2021,Cancermamario,161079,Chihuahua
2021,Cancermamario,614502,Distrito Federal
2021,Cancermamario,89910,Durango
2021,Cancermamario,159326,Guanajuato
2021,Cancermamario,51854,Guerrero
2021,Cancermamario,81516,Hidalgo
2021,Cancermamario,318162,Jalisco
2021,Cancermamario,512465,México
2021,Cancermamario,129341,Michoacán
2021,Cancermamario,88686,Morelos
2021,Cancermamario,67277,Nayarit
2021,Cancermamario,714623,Nuevo León
2021,Cancermamario,52182,Oaxaca
2021,Cancermamario,285889,Puebla
2021,Cancermamario,96296,Querétaro
2021,Cancermamario,66009,Quintana Roo
2021,Cancermamario,150145,San Luis Potosí
2021,Cancermamario,127639,Sinaloa
2021,Cancermamario,181940,Sonora
2021,Cancermamario,61027,Tabasco
2021,Cancermamario,159169,Tamaulipas
2021,Cancermamario,49637,Tlaxcala
2021,Cancermamario,287718,Veracruz
2021,Cancermamario,105169,Yucatán
2021,Cancermamario,32228,Zacatecas
2022,Cancermamario,99515,Aguascalientes
2022,Cancermamario,230985,Baja California
2022,Cancermamario,88349,Baja California Sur
2022,Cancermamario,63968,Campeche
2022,Cancermamario,285188,Coahuila
2022,Cancermamario,36006,Colima
2022,Cancermamario,68749,Chiapas
2022,Cancermamario,205932,Chihuahua
2022,Cancermamario,281508,Distrito Federal
2022,Cancermamario,62025,Durango
2022,Cancermamario,99477,Guanajuato
2022,Cancermamario,410565,Guerrero
2022,Cancermamario,511400,Hidalgo
2022,Cancermamario,174745,Jalisco
2022,Cancermamario,245028,México
2022,Cancermamario,96200,Michoacán
2022,Cancermamario,790252,Morelos
2022,Cancermamario,62763,Nayarit
2022,Cancermamario,330571,Nuevo León
2022,Cancermamario,125094,Oaxaca
2022,Cancermamario,79669,Puebla
2022,Cancermamario,173258,Querétaro
2022,Cancermamario,164346,Quintana Roo
2022,Cancermamario,199350,San Luis Potosí
2022,Cancermamario,72097,Sinaloa
2022,Cancermamario,182179,Sonora
2022,Cancermamario,55782,Tabasco
2022,Cancermamario,166157,Tamaulipas
2022,Cancermamario,144387,Tlaxcala
2022,Cancermamario,177580,Veracruz
2022,Cancermamario,195967,Yucatán
2022,Cancermamario,497698,Zacatecas
2000,Diabetes,67543,Aguascalientes
2000,Diabetes,122240,Baja California
2000,Diabetes,29843,Baja California Sur
2000,Diabetes,41807,Campeche
2000,Diabetes,179643,Coahuila
2000,Diabetes,42920,Colima
2000,Diabetes,82796,Chiapas
2000,Diabetes,199771,Chihuahua
2000,Diabetes,720886,Distrito Federal
2000,Diabetes,98464,Durango
2000,Diabetes,228811,Guanajuato
2000,Diabetes,79404,Guerrero
2000,Diabetes,57664,Hidalgo
2000,Diabetes,363714,Jalisco
2000,Diabetes,592700,México
2000,Diabetes,131023,Michoacán
2000,Diabetes,90151,Morelos
2000,Diabetes,44770,Nayarit
2000,Diabetes,414512,Nuevo León
2000,Diabetes,70951,Oaxaca
2000,Diabetes,194299,Puebla
2000,Diabetes,64929,Querétaro
2000,Diabetes,52489,Quintana Roo
2000,Diabetes,60937,San Luis Potosí
2000,Diabetes,219987,Sinaloa
2000,Diabetes,136037,Sonora
2000,Diabetes,50235,Tabasco
2000,Diabetes,221992,Tamaulipas
2000,Diabetes,41538,Tlaxcala
